booking_id,origin_city,destination_city,cargo_type,delivery_status,priority,distance_km,freight_charge_inr,cargo_weight_kg,cargo_value_inr,is_delayed,is_express,is_long_haul
BK3470027,Nashik,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,509,13842,8610,444746,0,0,1
BK1113440,Kolhapur,Nashik,Perishables,DELAYED,NORMAL,186,5667,10928,76069,1,0,0
BK5884792,Pune,Mumbai,Perishables,DELIVERED,NORMAL,148,4193,5744,70615,0,0,0
BK4743967,Kolhapur,Goa,Fmcg Goods,DELAYED,EXPRESS,290,12705,10472,87580,1,1,0
BK9291708,Nashik,Mumbai,Electronics,DELIVERED,NORMAL,167,4767,6996,81253,0,0,0
BK2333750,Mumbai,Nagpur,Perishables,DELIVERED,NORMAL,834,22961,618,18529,0,0,1
BK1918808,Pune,Kolhapur,Raw Materials,DELAYED,NORMAL,228,6392,1280,53728,1,0,0
BK4373974,Nagpur,Pune,Electronics,DELAYED,NORMAL,714,13217,8617,130789,1,0,1
BK1123963,Aurangabad,Kolhapur,Electronics,DELAYED,NORMAL,393,9678,7377,111924,1,0,0
BK6239839,Aurangabad,Pune,Textiles,DELIVERED,NORMAL,233,5445,1200,69659,0,0,0
BK2883173,Mumbai,Kolhapur,Pharmaceuticals,DELIVERED,EXPRESS,373,16092,3253,132510,0,1,0
BK2682938,Nagpur,Nashik,Perishables,DELAYED,NORMAL,668,12202,5261,60965,1,0,1
BK5071343,Pune,Aurangabad,Raw Materials,DELIVERED,NORMAL,233,7371,9411,64424,0,0,0
BK8796681,Nagpur,Kolhapur,Perishables,DELAYED,NORMAL,722,18449,6405,57700,1,0,1
BK3091023,Nagpur,Kolhapur,Chemicals,DELAYED,NORMAL,533,10331,10485,170676,1,0,1
BK4045190,Aurangabad,Nagpur,Fmcg Goods,IN_TRANSIT,NORMAL,503,11278,6566,54555,0,0,1
BK7103943,Kolhapur,Solapur,Electronics,DELAYED,NORMAL,418,12132,9434,268887,1,0,0
BK6608011,Pune,Mumbai,Fmcg Goods,DELIVERED,NORMAL,148,3895,3915,57433,0,0,0
BK8394607,Aurangabad,Kolhapur,Perishables,BOOKED,EXPRESS,393,15921,8733,51939,0,1,0
BK6750130,Nagpur,Aurangabad,Perishables,DELAYED,NORMAL,503,14953,6554,71189,1,0,1
BK1952516,Pune,Nagpur,Textiles,BOOKED,NORMAL,714,15596,2202,107231,0,0,1
BK8727100,Goa,Pune,Machinery,DELAYED,NORMAL,453,11514,5448,440321,1,0,0
BK2224016,Pune,Solapur,Fmcg Goods,DELIVERED,NORMAL,248,6012,6418,40583,0,0,0
BK9880231,Aurangabad,Kolhapur,Perishables,IN_TRANSIT,NORMAL,393,10901,4832,77497,0,0,0
BK9625887,Nashik,Kolhapur,Fmcg Goods,DELAYED,EXPRESS,445,16978,6296,83376,1,1,0
BK6527547,Pune,Solapur,Fmcg Goods,DELAYED,NORMAL,248,7395,4969,53707,1,0,0
BK1830320,Nagpur,Goa,Perishables,BOOKED,NORMAL,319,7636,10305,42258,0,0,0
BK1460392,Mumbai,Nashik,Automobile Parts,BOOKED,NORMAL,167,5052,1480,58674,0,0,0
BK5619034,Mumbai,Aurangabad,Fmcg Goods,DELAYED,EXPRESS,335,13188,10312,21465,1,1,0
BK8605143,Nashik,Kolhapur,Chemicals,DELIVERED,NORMAL,730,22959,2075,84523,0,0,1
BK7595817,Kolhapur,Solapur,Fmcg Goods,IN_TRANSIT,NORMAL,530,9634,3260,73509,0,0,1
BK8042177,Mumbai,Goa,Textiles,DELAYED,NORMAL,594,10727,10778,119950,1,0,1
BK5501332,Pune,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,228,4180,10164,20068,0,0,0
BK3129632,Nagpur,Mumbai,Electronics,BOOKED,NORMAL,834,17761,2587,196435,0,0,1
BK4511202,Nagpur,Goa,Fmcg Goods,DELAYED,NORMAL,757,18022,10737,63147,1,0,1
BK3327564,Kolhapur,Mumbai,Fmcg Goods,DELIVERED,NORMAL,373,11132,10315,91812,0,0,0
BK6788640,Pune,Goa,Electronics,BOOKED,NORMAL,453,11654,6903,145254,0,0,0
BK7302857,Mumbai,Kolhapur,Automobile Parts,IN_TRANSIT,NORMAL,373,10764,3046,293412,0,0,0
BK1323246,Nashik,Pune,Perishables,DELAYED,NORMAL,211,6322,4905,30612,1,0,0
BK1543989,Nagpur,Nashik,Textiles,DELIVERED,NORMAL,668,20189,11283,127769,0,0,1
BK2426833,Nashik,Goa,Pharmaceuticals,DELIVERED,NORMAL,697,21406,6611,643706,0,0,1
BK9483492,Goa,Nagpur,Raw Materials,DELAYED,EXPRESS,326,14868,2029,14762,1,1,0
BK9647000,Nashik,Mumbai,Fmcg Goods,DELAYED,NORMAL,167,5223,467,70591,1,0,0
BK4954940,Pune,Nashik,Textiles,IN_TRANSIT,NORMAL,211,6198,6476,40744,0,0,0
BK3693584,Mumbai,Solapur,Fmcg Goods,DELIVERED,EXPRESS,455,14675,3355,57173,0,1,0
BK9136803,Nashik,Goa,Electronics,DELAYED,NORMAL,600,11321,7023,327588,1,0,1
BK8017231,Solapur,Nashik,Electronics,IN_TRANSIT,NORMAL,548,17346,9304,336561,0,0,1
BK7859433,Pune,Goa,Textiles,DELIVERED,NORMAL,453,9065,4718,23476,0,0,0
BK8249409,Kolhapur,Solapur,Fmcg Goods,DELIVERED,NORMAL,678,13819,4281,89869,0,0,1
BK3171795,Aurangabad,Pune,Fmcg Goods,DELAYED,NORMAL,233,7055,7436,77887,1,0,0
BK9085251,Nashik,Pune,Automobile Parts,DELIVERED,NORMAL,211,4698,1426,125156,0,0,0
BK8787172,Nashik,Aurangabad,Electronics,DELAYED,NORMAL,183,4069,11075,207709,1,0,0
BK3605244,Goa,Pune,Automobile Parts,DELAYED,NORMAL,453,13461,834,202742,1,0,0
BK4033540,Mumbai,Goa,Chemicals,IN_TRANSIT,EXPRESS,594,15987,3139,130104,0,1,1
BK5689836,Mumbai,Aurangabad,Chemicals,DELIVERED,NORMAL,335,9248,6795,199368,0,0,0
BK2105673,Mumbai,Nashik,Raw Materials,DELIVERED,NORMAL,167,5051,7992,28758,0,0,0
BK8337883,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,3444,9165,29384,0,0,0
BK1115730,Mumbai,Goa,Electronics,IN_TRANSIT,NORMAL,594,16034,4996,192352,0,0,1
BK6248097,Nagpur,Aurangabad,Chemicals,DELIVERED,NORMAL,503,9784,7829,164970,0,0,1
BK8261682,Pune,Aurangabad,Electronics,DELIVERED,NORMAL,233,6028,2056,300345,0,0,0
BK5289121,Pune,Solapur,Textiles,DELAYED,NORMAL,248,4470,903,127799,1,0,0
BK3568662,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,14830,4965,57493,1,0,1
BK8075564,Solapur,Pune,Perishables,DELIVERED,NORMAL,248,5303,7862,38094,0,0,0
BK5478141,Kolhapur,Solapur,Chemicals,DELAYED,EXPRESS,277,10576,10550,113081,1,1,0
BK2349517,Aurangabad,Mumbai,Raw Materials,DELIVERED,EXPRESS,335,13213,6567,43777,0,1,0
BK3399255,Goa,Solapur,Chemicals,DELAYED,NORMAL,718,21685,8350,29843,1,0,1
BK4210804,Nagpur,Nashik,Perishables,DELAYED,NORMAL,668,16191,7093,14713,1,0,1
BK5811176,Solapur,Nashik,Textiles,DELIVERED,NORMAL,230,5237,7505,27597,0,0,0
BK8678482,Pune,Aurangabad,Electronics,IN_TRANSIT,EXPRESS,233,9668,3243,228888,0,1,0
BK5021902,Nashik,Nagpur,Perishables,DELAYED,NORMAL,668,16473,6281,66504,1,0,1
BK4031359,Mumbai,Nashik,Perishables,DELIVERED,NORMAL,167,3877,10134,40862,0,0,0
BK9967448,Kolhapur,Goa,Perishables,IN_TRANSIT,NORMAL,284,7787,511,7401,0,0,0
BK1339395,Mumbai,Kolhapur,Machinery,BOOKED,NORMAL,373,6764,3942,830433,0,0,0
BK6606843,Goa,Kolhapur,Fmcg Goods,DELIVERED,EXPRESS,449,15037,5386,68391,0,1,0
BK4010906,Mumbai,Pune,Perishables,BOOKED,NORMAL,148,2948,2623,65174,0,0,0
BK4172170,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,16921,8181,99598,1,0,1
BK9116498,Mumbai,Solapur,Pharmaceuticals,DELIVERED,NORMAL,455,13288,11939,150915,0,0,0
BK4398591,Pune,Solapur,Perishables,DELIVERED,NORMAL,248,6001,10542,51145,0,0,0
BK3013515,Pune,Aurangabad,Automobile Parts,BOOKED,NORMAL,233,6305,4682,117215,0,0,0
BK3115984,Mumbai,Nagpur,Raw Materials,IN_TRANSIT,NORMAL,834,25144,9291,24105,0,0,1
BK4320631,Pune,Goa,Perishables,DELAYED,NORMAL,453,9009,5512,42217,1,0,0
BK8852565,Pune,Aurangabad,Machinery,IN_TRANSIT,NORMAL,233,4921,5000,815484,0,0,0
BK6658191,Mumbai,Solapur,Automobile Parts,DELIVERED,NORMAL,455,13018,8720,32007,0,0,0
BK1370673,Pune,Mumbai,Raw Materials,DELIVERED,NORMAL,148,3285,11449,65949,0,0,0
BK7537373,Mumbai,Solapur,Automobile Parts,DELAYED,NORMAL,455,8747,7213,282750,1,0,0
BK3471345,Aurangabad,Kolhapur,Automobile Parts,BOOKED,NORMAL,393,12106,5373,48637,0,0,0
BK5951898,Pune,Goa,Pharmaceuticals,DELIVERED,NORMAL,453,11384,8832,756597,0,0,0
BK1620064,Nagpur,Goa,Fmcg Goods,DELIVERED,NORMAL,546,16252,8072,14600,0,0,1
BK7740372,Nagpur,Mumbai,Chemicals,DELIVERED,EXPRESS,834,21354,4407,121246,0,1,1
BK5415836,Pune,Nagpur,Electronics,DELAYED,NORMAL,714,14740,2571,210051,1,0,1
BK6407706,Mumbai,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,335,9599,236,97794,0,0,0
BK8343453,Mumbai,Nagpur,Textiles,DELAYED,NORMAL,834,23679,619,17052,1,0,1
BK8170931,Pune,Solapur,Pharmaceuticals,DELIVERED,NORMAL,248,7391,848,230034,0,0,0
BK7843180,Nagpur,Mumbai,Perishables,DELAYED,EXPRESS,834,26648,10196,29408,1,1,1
BK8233010,Kolhapur,Goa,Automobile Parts,DELAYED,NORMAL,489,8920,3444,36307,1,0,0
BK9620856,Pune,Nagpur,Textiles,DELAYED,NORMAL,714,17116,2811,69030,1,0,1
BK1143975,Pune,Goa,Textiles,DELIVERED,NORMAL,453,8168,9813,25742,0,0,0
BK9042587,Nagpur,Mumbai,Fmcg Goods,DELIVERED,NORMAL,834,24774,11300,96304,0,0,1
BK8136912,Nagpur,Nashik,Perishables,DELIVERED,NORMAL,668,19938,8398,37392,0,0,1
BK6791599,Aurangabad,Mumbai,Machinery,IN_TRANSIT,NORMAL,335,6031,2550,610268,0,0,0
BK6514081,Nashik,Goa,Fmcg Goods,DELAYED,NORMAL,679,21702,5476,68063,1,0,1
BK3320151,Nashik,Mumbai,Perishables,DELAYED,NORMAL,167,3846,1492,74958,1,0,0
BK3716106,Mumbai,Nashik,Machinery,DELAYED,NORMAL,167,3461,3988,868681,1,0,0
BK5435268,Pune,Mumbai,Electronics,DELIVERED,NORMAL,148,4356,7504,189944,0,0,0
BK8827439,Pune,Nagpur,Perishables,DELIVERED,EXPRESS,714,18095,6422,30527,0,1,1
BK6695062,Mumbai,Solapur,Raw Materials,DELAYED,EXPRESS,455,18617,5544,77341,1,1,0
BK8555312,Nagpur,Nashik,Chemicals,IN_TRANSIT,NORMAL,668,19730,7208,141191,0,0,1
BK9139040,Mumbai,Nashik,Fmcg Goods,DELIVERED,NORMAL,167,4602,2299,63237,0,0,0
BK1002767,Solapur,Aurangabad,Chemicals,IN_TRANSIT,NORMAL,580,11129,10341,97923,0,0,1
BK9105888,Nashik,Mumbai,Fmcg Goods,DELIVERED,NORMAL,167,3373,4657,54752,0,0,0
BK7086298,Solapur,Nashik,Fmcg Goods,DELIVERED,NORMAL,422,9254,4277,22425,0,0,0
BK6024949,Solapur,Nashik,Pharmaceuticals,DELIVERED,NORMAL,364,8655,7597,325602,0,0,0
BK8718295,Kolhapur,Solapur,Pharmaceuticals,DELIVERED,NORMAL,323,9692,11289,426108,0,0,0
BK4635199,Aurangabad,Kolhapur,Fmcg Goods,DELAYED,EXPRESS,393,14858,9147,13219,1,1,0
BK4199608,Kolhapur,Nashik,Electronics,DELAYED,NORMAL,708,20879,10424,189009,1,0,1
BK1336127,Goa,Nashik,Textiles,DELAYED,NORMAL,588,18011,1070,69724,1,0,1
BK8736159,Mumbai,Goa,Raw Materials,DELIVERED,NORMAL,594,14094,5868,49037,0,0,1
BK3498532,Goa,Solapur,Automobile Parts,DELAYED,NORMAL,738,16539,7276,43467,1,0,1
BK9192353,Mumbai,Nagpur,Textiles,DELAYED,EXPRESS,834,23430,11646,73704,1,1,1
BK6123128,Mumbai,Nashik,Pharmaceuticals,DELIVERED,EXPRESS,167,9648,11310,570763,0,1,0
BK5463745,Pune,Nagpur,Automobile Parts,DELIVERED,EXPRESS,714,26231,9396,239652,0,1,1
BK9293565,Nagpur,Pune,Fmcg Goods,BOOKED,NORMAL,714,21999,11615,57991,0,0,1
BK3634802,Goa,Pune,Perishables,DELAYED,NORMAL,453,14044,1520,67397,1,0,0
BK5192752,Pune,Nashik,Perishables,CANCELLED,NORMAL,211,6491,2174,11723,0,0,0
BK1282614,Aurangabad,Mumbai,Automobile Parts,BOOKED,NORMAL,335,10138,8631,60978,0,0,0
BK3921277,Goa,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,699,16974,6294,426662,0,0,1
BK7565103,Nashik,Aurangabad,Perishables,DELIVERED,NORMAL,183,3696,8791,28417,0,0,0
BK5348234,Nashik,Goa,Fmcg Goods,BOOKED,NORMAL,152,4245,5954,11947,0,0,0
BK3021194,Aurangabad,Goa,Electronics,DELIVERED,EXPRESS,652,18000,8479,146471,0,1,1
BK7782812,Nagpur,Nashik,Raw Materials,DELAYED,NORMAL,668,18404,11912,26615,1,0,1
BK5793886,Pune,Solapur,Fmcg Goods,DELIVERED,NORMAL,248,6562,9219,91996,0,0,0
BK4521726,Aurangabad,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,503,15681,10143,573636,0,0,1
BK3617343,Nashik,Mumbai,Raw Materials,DELIVERED,NORMAL,167,4201,5065,48700,0,0,0
BK7588491,Aurangabad,Nashik,Perishables,DELAYED,NORMAL,183,3851,2196,6262,1,0,0
BK4637886,Pune,Solapur,Textiles,CANCELLED,EXPRESS,248,10432,149,15965,0,1,0
BK1896392,Goa,Nashik,Perishables,DELAYED,NORMAL,737,15250,8571,7303,1,0,1
BK9313719,Nagpur,Pune,Automobile Parts,IN_TRANSIT,NORMAL,714,16357,5968,179488,0,0,1
BK3760993,Mumbai,Kolhapur,Automobile Parts,DELAYED,NORMAL,373,11487,10076,130646,1,0,0
BK2999760,Pune,Mumbai,Automobile Parts,IN_TRANSIT,NORMAL,148,4591,1312,120433,0,0,0
BK4341906,Nashik,Kolhapur,Raw Materials,DELIVERED,NORMAL,616,11760,2822,10235,0,0,1
BK5064026,Pune,Aurangabad,Fmcg Goods,DELAYED,NORMAL,233,5162,3829,68200,1,0,0
BK2716706,Mumbai,Solapur,Automobile Parts,DELIVERED,NORMAL,455,12931,6013,152880,0,0,0
BK4641687,Nashik,Solapur,Fmcg Goods,DELIVERED,NORMAL,644,16142,9175,14461,0,0,1
BK9728180,Nashik,Nagpur,Perishables,DELIVERED,NORMAL,668,16301,4478,79981,0,0,1
BK9283051,Nagpur,Goa,Pharmaceuticals,DELIVERED,NORMAL,678,14940,4045,204081,0,0,1
BK3591222,Mumbai,Nashik,Chemicals,DELAYED,EXPRESS,167,8014,6402,101125,1,1,0
BK6231232,Nashik,Aurangabad,Perishables,DELAYED,NORMAL,183,5542,9112,39915,1,0,0
BK3959657,Mumbai,Solapur,Textiles,DELIVERED,NORMAL,455,12351,6706,62724,0,0,0
BK7581904,Mumbai,Nagpur,Raw Materials,DELIVERED,NORMAL,834,18440,11992,50687,0,0,1
BK7071146,Mumbai,Solapur,Raw Materials,DELAYED,NORMAL,455,10221,1031,48660,1,0,0
BK4783616,Pune,Nashik,Chemicals,DELIVERED,EXPRESS,211,10895,5309,127699,0,1,0
BK6697621,Kolhapur,Pune,Fmcg Goods,DELAYED,NORMAL,228,5681,9292,21541,1,0,0
BK7097966,Aurangabad,Goa,Textiles,BOOKED,NORMAL,518,13817,6007,141048,0,0,1
BK9502305,Mumbai,Solapur,Automobile Parts,BOOKED,NORMAL,455,14438,3359,109460,0,0,0
BK8098341,Mumbai,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,834,20625,144,415676,0,0,1
BK6817684,Pune,Kolhapur,Textiles,DELIVERED,NORMAL,228,7132,7007,22380,0,0,0
BK3623178,Mumbai,Kolhapur,Textiles,IN_TRANSIT,NORMAL,373,10170,3899,92698,0,0,0
BK5522127,Solapur,Aurangabad,Fmcg Goods,DELAYED,NORMAL,568,16471,3718,37248,1,0,1
BK4341146,Mumbai,Nagpur,Chemicals,DELAYED,EXPRESS,834,24345,5676,34956,1,1,1
BK6287900,Mumbai,Nashik,Pharmaceuticals,DELIVERED,NORMAL,167,3457,102,130810,0,0,0
BK5382167,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,11154,3924,96637,1,0,1
BK6142636,Aurangabad,Pune,Pharmaceuticals,DELIVERED,NORMAL,233,5011,2256,145382,0,0,0
BK8817436,Kolhapur,Solapur,Automobile Parts,BOOKED,EXPRESS,696,24295,4616,249477,0,1,1
BK7191491,Solapur,Nagpur,Textiles,DELIVERED,EXPRESS,494,17919,8411,133237,0,1,0
BK1841764,Kolhapur,Pune,Textiles,DELIVERED,EXPRESS,228,12196,8098,131960,0,1,0
BK2515752,Mumbai,Kolhapur,Textiles,IN_TRANSIT,NORMAL,373,7030,11304,73982,0,0,0
BK8976391,Pune,Kolhapur,Automobile Parts,DELIVERED,NORMAL,228,6742,11348,186467,0,0,0
BK4325441,Solapur,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,785,23857,5431,46724,0,0,1
BK5600911,Goa,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,274,6926,11486,383705,0,0,0
BK6277538,Nagpur,Pune,Pharmaceuticals,DELIVERED,NORMAL,714,22143,10987,586936,0,0,1
BK3755833,Solapur,Goa,Raw Materials,DELIVERED,NORMAL,193,5570,7042,38977,0,0,0
BK4877664,Pune,Kolhapur,Automobile Parts,BOOKED,NORMAL,228,7124,5236,90119,0,0,0
BK7449984,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,8932,9760,580895,0,0,0
BK1632918,Aurangabad,Nashik,Perishables,DELAYED,NORMAL,183,5710,3270,45590,1,0,0
BK5376489,Nagpur,Solapur,Fmcg Goods,BOOKED,NORMAL,494,14920,362,80952,0,0,0
BK4759275,Nashik,Pune,Perishables,DELIVERED,NORMAL,211,3835,6493,75481,0,0,0
BK8075111,Nashik,Pune,Textiles,DELIVERED,NORMAL,211,5830,10886,135091,0,0,0
BK4952362,Nagpur,Goa,Fmcg Goods,IN_TRANSIT,NORMAL,733,14769,2678,83149,0,0,1
BK9809554,Nashik,Solapur,Pharmaceuticals,DELIVERED,NORMAL,724,15304,9519,262870,0,0,1
BK7542868,Goa,Pune,Fmcg Goods,DELAYED,NORMAL,453,12864,8049,45738,1,0,0
BK8271107,Nagpur,Kolhapur,Automobile Parts,IN_TRANSIT,NORMAL,332,8765,9068,214303,0,0,0
BK8842823,Mumbai,Pune,Automobile Parts,DELAYED,NORMAL,148,3847,6094,225044,1,0,0
BK5187717,Goa,Solapur,Raw Materials,DELIVERED,EXPRESS,169,9887,11216,73150,0,1,0
BK3768991,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,12800,10112,12981,1,0,1
BK9677466,Nagpur,Solapur,Pharmaceuticals,DELIVERED,NORMAL,494,11190,9675,511055,0,0,0
BK2413541,Mumbai,Nagpur,Chemicals,DELIVERED,NORMAL,834,20763,9277,64101,0,0,1
BK1383597,Aurangabad,Pune,Pharmaceuticals,DELIVERED,NORMAL,233,6173,5658,711098,0,0,0
BK5452466,Kolhapur,Goa,Perishables,DELAYED,NORMAL,590,17054,10028,9272,1,0,1
BK1207479,Goa,Kolhapur,Perishables,DELAYED,NORMAL,609,12932,2368,35726,1,0,1
BK8170366,Mumbai,Solapur,Perishables,DELAYED,NORMAL,455,14002,8950,23236,1,0,0
BK9799395,Goa,Mumbai,Textiles,DELAYED,NORMAL,594,18012,3308,135198,1,0,1
BK9109201,Pune,Kolhapur,Fmcg Goods,DELAYED,EXPRESS,228,10620,11191,16849,1,1,0
BK4971802,Nagpur,Solapur,Fmcg Goods,DELIVERED,NORMAL,494,13401,7106,70300,0,0,0
BK4228850,Aurangabad,Nagpur,Machinery,DELIVERED,NORMAL,503,10866,7499,301497,0,0,1
BK9087657,Nagpur,Goa,Perishables,DELAYED,NORMAL,563,14410,11586,54014,1,0,1
BK3703328,Nagpur,Nashik,Automobile Parts,DELIVERED,EXPRESS,668,23464,6112,261929,0,1,1
BK2052795,Pune,Mumbai,Perishables,DELIVERED,NORMAL,148,4278,2364,15325,0,0,0
BK1974117,Kolhapur,Nagpur,Pharmaceuticals,DELAYED,NORMAL,751,20166,9539,322425,1,0,1
BK1904488,Mumbai,Solapur,Chemicals,DELIVERED,NORMAL,455,12174,10635,53477,0,0,0
BK3183933,Nashik,Solapur,Electronics,DELAYED,NORMAL,529,9959,10345,128891,1,0,1
BK6538598,Nashik,Pune,Electronics,IN_TRANSIT,NORMAL,211,6682,6952,260324,0,0,0
BK2460697,Solapur,Nagpur,Textiles,DELAYED,NORMAL,494,13101,5114,138237,1,0,0
BK1049886,Nagpur,Aurangabad,Perishables,DELAYED,NORMAL,503,13486,4903,69300,1,0,1
BK3524915,Nashik,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,746,19600,8952,72003,0,0,1
BK7499452,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,19469,5294,51176,1,0,1
BK1539063,Pune,Kolhapur,Perishables,DELIVERED,EXPRESS,228,9238,3230,27840,0,1,0
BK6910501,Pune,Kolhapur,Automobile Parts,DELAYED,NORMAL,228,6492,388,39467,1,0,0
BK5980415,Goa,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,453,10059,8692,279986,0,0,0
BK6440604,Mumbai,Pune,Textiles,BOOKED,EXPRESS,148,8926,6127,117864,0,1,0
BK9707330,Kolhapur,Goa,Fmcg Goods,DELIVERED,NORMAL,158,3958,11404,34607,0,0,0
BK7487516,Pune,Nagpur,Textiles,DELIVERED,NORMAL,714,13094,5565,62153,0,0,1
BK5442168,Aurangabad,Pune,Chemicals,DELIVERED,NORMAL,233,4915,5437,133834,0,0,0
BK8040675,Mumbai,Solapur,Raw Materials,DELIVERED,NORMAL,455,9991,532,14062,0,0,0
BK2420825,Pune,Nashik,Pharmaceuticals,DELIVERED,NORMAL,211,6550,387,177738,0,0,0
BK2106042,Nashik,Goa,Automobile Parts,IN_TRANSIT,NORMAL,563,16620,3170,91960,0,0,1
BK7523729,Nagpur,Kolhapur,Raw Materials,IN_TRANSIT,NORMAL,565,17954,1485,29935,0,0,1
BK4640008,Mumbai,Aurangabad,Automobile Parts,DELIVERED,NORMAL,335,10141,4954,124845,0,0,0
BK9932237,Aurangabad,Solapur,Automobile Parts,BOOKED,NORMAL,552,15584,7053,66911,0,0,1
BK4684821,Pune,Mumbai,Chemicals,DELAYED,NORMAL,148,2790,5302,122304,1,0,0
BK7381011,Pune,Kolhapur,Fmcg Goods,CANCELLED,NORMAL,228,4280,10623,17330,0,0,0
BK3396555,Kolhapur,Pune,Perishables,DELAYED,NORMAL,228,5405,2049,33250,1,0,0
BK2517427,Nashik,Solapur,Perishables,DELAYED,NORMAL,404,12398,6676,26152,1,0,0
BK2307172,Nashik,Goa,Chemicals,DELIVERED,NORMAL,728,17932,10907,178597,0,0,1
BK4026260,Aurangabad,Kolhapur,Textiles,DELIVERED,NORMAL,393,10046,10940,125452,0,0,0
BK7926966,Mumbai,Solapur,Raw Materials,DELAYED,NORMAL,455,11961,2392,78465,1,0,0
BK2751296,Kolhapur,Nagpur,Perishables,DELAYED,EXPRESS,232,9359,5056,79309,1,1,0
BK9932186,Goa,Pune,Perishables,DELIVERED,NORMAL,453,12239,11753,25387,0,0,0
BK6709990,Pune,Kolhapur,Perishables,DELAYED,NORMAL,228,6744,3228,40494,1,0,0
BK4338132,Mumbai,Nashik,Machinery,BOOKED,NORMAL,167,4290,1337,407600,0,0,0
BK1123032,Aurangabad,Pune,Electronics,DELIVERED,EXPRESS,233,12153,5345,370342,0,1,0
BK5008851,Mumbai,Aurangabad,Machinery,CANCELLED,NORMAL,335,10240,8497,790600,0,0,0
BK4342744,Nashik,Aurangabad,Textiles,IN_TRANSIT,EXPRESS,183,10793,4918,119025,0,1,0
BK1674308,Nashik,Mumbai,Automobile Parts,DELIVERED,NORMAL,167,4882,4002,88801,0,0,0
BK5276778,Nashik,Kolhapur,Electronics,DELAYED,NORMAL,116,2513,5450,260631,1,0,0
BK3423294,Aurangabad,Solapur,Electronics,BOOKED,NORMAL,392,9273,9924,490615,0,0,0
BK2045669,Mumbai,Solapur,Textiles,BOOKED,NORMAL,455,11228,6873,114231,0,0,0
BK4080746,Mumbai,Aurangabad,Chemicals,DELAYED,NORMAL,335,6630,10464,99998,1,0,0
BK7522275,Mumbai,Pune,Chemicals,DELIVERED,NORMAL,148,3443,2947,91177,0,0,0
BK6836152,Pune,Aurangabad,Electronics,IN_TRANSIT,NORMAL,233,6883,8377,323187,0,0,0
BK6471134,Mumbai,Goa,Automobile Parts,BOOKED,NORMAL,594,17224,6974,293632,0,0,1
BK6459665,Nashik,Pune,Electronics,DELIVERED,NORMAL,211,5256,4030,451323,0,0,0
BK1416081,Kolhapur,Solapur,Textiles,DELIVERED,EXPRESS,672,18103,2752,57343,0,1,1
BK8164333,Kolhapur,Nashik,Fmcg Goods,DELIVERED,NORMAL,565,13621,8887,16366,0,0,1
BK9926521,Pune,Solapur,Electronics,DELAYED,NORMAL,248,7920,589,130202,1,0,0
BK1255882,Nashik,Mumbai,Electronics,DELIVERED,NORMAL,167,3281,5725,243895,0,0,0
BK9663181,Pune,Kolhapur,Textiles,DELAYED,NORMAL,228,4153,294,22183,1,0,0
BK7257284,Goa,Nashik,Textiles,DELAYED,NORMAL,567,13170,1542,135192,1,0,1
BK7812561,Pune,Goa,Fmcg Goods,DELIVERED,NORMAL,453,10803,250,58595,0,0,0
BK8962250,Kolhapur,Aurangabad,Automobile Parts,CANCELLED,EXPRESS,393,15883,4940,280624,0,1,0
BK2302042,Nashik,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,183,4709,9990,420505,0,0,0
BK9761186,Goa,Mumbai,Raw Materials,DELIVERED,NORMAL,594,11632,6451,10099,0,0,1
BK4827919,Pune,Aurangabad,Automobile Parts,DELIVERED,NORMAL,233,4645,10427,225959,0,0,0
BK6941617,Pune,Goa,Fmcg Goods,DELAYED,NORMAL,453,9287,2333,18902,1,0,0
BK9004244,Pune,Mumbai,Perishables,DELAYED,NORMAL,148,3577,8234,23894,1,0,0
BK8681485,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,10199,4530,247312,0,0,0
BK5901444,Aurangabad,Solapur,Automobile Parts,DELAYED,NORMAL,237,6149,10221,96439,1,0,0
BK8435330,Aurangabad,Mumbai,Chemicals,IN_TRANSIT,NORMAL,335,6565,6168,197167,0,0,0
BK8044616,Pune,Aurangabad,Raw Materials,IN_TRANSIT,NORMAL,233,6356,5308,31797,0,0,0
BK1851389,Mumbai,Nashik,Electronics,DELIVERED,NORMAL,167,4959,7535,204181,0,0,0
